DeptCode,Year,Month,AccountCode,SaveOption,Amount,UpdateTime,UpdateUser
R12_04_LTN,2014,1,2__2_1__1_4,receive,6687924,14:04.3,D_DNS
R12_04_LTN,2013,4,2__2_1__1_1__4,receive,6653029,21:01.7,D_DNS
R12_04_LTN,2016,2,1__1_3__3_6__4,receive,6603716,28:13.5,D_SSM
R12_04_LTN,2013,6,1__1_8__8_1,receive,6557100,26:40.2,D_DNS
R12_04_LTN,2015,7,2__2_1__1_1__6,receive,6550000,13:51.7,D_SSM
R12_04_LTN,2014,3,1__1_3__3_6__3_5_,receive,6543714,24:56.8,D_DNS
R12_04_LTN,2014,3,2__2_1__1_4,receive,6536469,24:56.8,D_DNS
R12_04_LTN,2015,3,2__2_1__1_4,receive,6469887,32:10.3,D_DNS
R12_04_LTN,2016,2,2__2_1__1_1__3,receive,6447682,28:13.5,D_SSM
R12_04_LTN,2014,11,1__1_8__8_1,receive,6372365,26:18.1,D_DNS
R12_04_LTN,2017,3,2__2_1__1_4,receive,6308776,40:54.9,D_MMA
R12_04_LTN,2016,9,1__1_3__3_6__3_5_,receive,6291095,15:23.9,D_MMA
R12_04_LTN,2015,3,1__1_3__3_6__4,receive,6202386,32:10.3,D_DNS
R12_04_LTN,2016,6,1__11__1__1_3,receive,6192000,26:23.7,D_MMA
R12_04_LTN,2017,1,1__1_3__3_6__4,receive,6182367,24:56.2,D_MMA
R12_04_LTN,2017,2,2__2_1__1_3__3,receive,6150000,04:47.0,D_MMA
R12_04_LTN,2015,7,2__2_1__1_1__3,receive,6122040,13:51.7,D_SSM
R12_04_LTN,2014,9,2__2_1__1_1__1,receive,6120726.98,07:55.5,D_DNS
R12_04_LTN,2016,10,2__2_1__1_3__2_,receive,6094896.38,59:46.8,D_MMA
R12_04_LTN,2013,5,1__1_3__3_6__3_5_,receive,6078995,21:17.5,D_DNS
R12_04_LTN,2016,11,2__2_1__1_1__1,receive,6070061.4,59:41.9,D_MMA
R12_04_LTN,2014,6,1__1_3__3_6__3_5_,receive,6046172,15:51.9,D_DNS
R12_04_LTN,2014,9,2__2_1__1_3,receive,6036469.16,07:55.5,D_DNS
R12_04_LTN,2015,2,2__2_1__1_4,receive,6021951,08:47.9,D_DNS
R12_04_LTN,2015,6,1__1_8__8_1,receive,5998205,11:07.3,D_SSM
R12_04_LTN,2014,8,1__1_3__3_6__3_3_3,receive,5966571,25:22.8,D_DNS
R12_04_LTN,2016,7,1__1_3__3_6__3_3_3,receive,5902178,54:56.4,D_MMA
R12_04_LTN,2015,4,1__1_8__8_1,receive,5868015,46:47.4,D_SSM
R12_04_LTN,2017,5,1__1_3__3_6__3_5_,receive,5868000,37:44.9,D_MMA
R12_04_LTN,2015,8,2__2_1__1_1__1,receive,5858929.34,18:09.1,D_SSM
R12_04_LTN,2013,7,2__2_1__1_1__1,receive,5857723.05,27:57.6,D_DNS
R12_04_LTN,2014,4,2__2_1__1_1__7_,receive,5845000,15:12.3,D_DNS
R12_04_LTN,2015,4,2__2_1__1_1__7_,receive,5820000,46:47.4,D_SSM
R12_04_LTN,2014,10,2__2_1__1_1__6,receive,5800000,26:19.7,D_DNS
R12_04_LTN,2014,11,2__2_1__1_3,receive,5791537.51,26:18.1,D_DNS
R12_04_LTN,2014,11,2__2_1__1_3__2_,receive,5791537.51,26:18.1,D_DNS
R12_04_LTN,2017,2,1__1_3__3_6__3_16_,receive,5754450,04:47.0,D_MMA
R12_04_LTN,2014,12,2__2_1__1_1__3,receive,5736160,01:22.6,D_DNS
R12_04_LTN,2013,11,2__2_1__1_1__3,receive,5722867,38:07.6,D_DNS
R12_04_LTN,2016,7,2__2_1__1_1__1,receive,5684541.6,54:56.4,D_MMA
R12_04_LTN,2016,11,2__2_1__1_1__7_,receive,5677080,59:41.9,D_MMA
R12_04_LTN,2016,1,1__1_8__8_1,receive,5647235,27:44.3,D_SSM
R12_04_LTN,2013,4,2__2_1__1_1__3,receive,5621935,21:01.7,D_DNS
R12_04_LTN,2013,5,2__2_1__1_3,receive,5581825,21:17.5,D_DNS
R12_04_LTN,2015,3,2__2_1__1_1__7_,receive,5575000,32:10.3,D_DNS
R12_04_LTN,2017,6,2__2_1__1_1__3,receive,5504760,54:05.4,D_EKTW
R12_04_LTN,2017,3,1__11__1__1_3,receive,5482691,40:54.9,D_MMA
R12_04_LTN,2015,5,1__1_8__8_1,receive,5461305,47:16.0,D_SSM
R12_04_LTN,2016,2,1__1_3__3_6__3_5_,receive,5454629,28:13.5,D_SSM
R12_04_LTN,2016,6,2__2_1__1_1__4,receive,5409953,26:23.7,D_MMA
R12_04_LTN,2015,1,2__2_1__1_4,receive,5403946,38:28.3,D_DNS
R12_04_LTN,2016,11,1__1_3__3_6__4,receive,5273305,59:41.9,D_MMA
R12_04_LTN,2017,2,2__2_1__1_4,receive,5238700,04:47.0,D_MMA
R12_04_LTN,2016,1,1__1_3__3_6__4,receive,5191586,27:44.3,D_SSM
R12_04_LTN,2016,8,2__2_1__1_1__3,receive,5176286,43:35.4,D_MMA
R12_04_LTN,2016,10,1__1_3__3_6__3_1w_,receive,5157215,59:46.8,D_MMA
R12_04_LTN,2013,5,2__2_1__1_3__3,receive,5145000,21:17.5,D_DNS
R12_04_LTN,2015,12,1__1_3__3_6__3_16_,receive,5142742,27:18.2,D_SSM
R12_04_LTN,2016,12,1__1_3__3_6__4,receive,5086564,07:48.5,D_MMA
R12_04_LTN,2017,2,1__11__1__1_3,receive,4993928,04:47.0,D_MMA
R12_04_LTN,2016,11,1__11__1__1_3,receive,4904066,59:41.9,D_MMA
R12_04_LTN,2017,1,1__1_3__3_6__3_4_,receive,4900000,24:56.2,D_MMA
R12_04_LTN,2016,7,1__11__1__1_3,receive,4819900,54:56.4,D_MMA
R12_04_LTN,2017,2,1__1_3__3_6__4,receive,4816852,04:47.0,D_MMA
R12_04_LTN,2014,8,2__2_1__1_3,receive,4803326.5,25:22.8,D_DNS
R12_04_LTN,2014,2,2__2_1__1_4,receive,4738612,00:40.2,D_YYS
R12_04_LTN,2015,8,1__1_3__3_6__3_16_,receive,4697143,18:09.1,D_SSM
R12_04_LTN,2013,9,2__2_1__1_3__3,receive,4695000,37:22.8,D_DNS
R12_04_LTN,2016,11,2__2_1__1_3,receive,4662453.3,59:41.9,D_MMA
R12_04_LTN,2016,11,2__2_1__1_3__2_,receive,4662453.3,59:41.9,D_MMA
R12_04_LTN,2016,3,1__1_3__3_6__4,receive,4641645,04:04.2,D_SSM
R12_04_LTN,2014,3,1__1_3__3_6__1_3_,receive,4640000,24:56.8,D_DNS
R12_04_LTN,2017,1,1__11__1__1_3,receive,4632537,24:56.2,D_MMA
R12_04_LTN,2015,6,2__2_1__1_1__3,receive,4614447,11:07.3,D_SSM
R12_04_LTN,2015,12,2__2_1__1_4,receive,4547541,27:18.2,D_SSM
R12_04_LTN,2013,7,2__2_1__1_3,receive,4530652.84,27:57.6,D_DNS
R12_04_LTN,2016,3,1__1_3__3_6__1_3_,receive,4530000,04:04.2,D_SSM
R12_04_LTN,2017,2,2__2_1__1_1__6,receive,4512000,04:47.0,D_MMA
R12_04_LTN,2013,12,1__1_3__3_6__4,receive,4464063,35:15.5,D_DNS4
R12_04_LTN,2015,2,2__2_1__1_1__7_,receive,4430700,08:47.9,D_DNS
R12_04_LTN,2014,2,1__1_3__3_6__4,receive,4390164,00:40.2,D_YYS
R12_04_LTN,2013,12,1__1_3__3_6__3_5_,receive,4372086,35:15.5,D_DNS4
R12_04_LTN,2017,5,1__1_3__3_6__3_4_,receive,4328572,37:44.9,D_MMA
R12_04_LTN,2014,1,2__2_1__1_1__3,receive,4320467,14:04.3,D_DNS
R12_04_LTN,2016,3,1__1_3__3_6__3_4_,receive,4300000,04:04.2,D_SSM
R12_04_LTN,2014,5,1__1_3__3_6__3_5_,receive,4239702,15:32.3,D_DNS
R12_04_LTN,2015,7,33_Y__w1__w1,expense,4237612.9,13:51.7,D_SSM
R12_04_LTN,2014,3,2__2_1__1_1__1,receive,4192071.18,24:56.8,D_DNS
R12_04_LTN,2016,9,1__11__1__1_3,receive,4172864,15:23.9,D_MMA
R12_04_LTN,2015,5,1__1_3__3_6__3_5_,receive,4171071,47:16.0,D_SSM
R12_04_LTN,2013,4,2__2_1__1_3,receive,4154806.14,21:01.7,D_DNS
R12_04_LTN,2016,10,2__2_1__1_1__1,receive,4125569.62,59:46.8,D_MMA
R12_04_LTN,2016,2,1__1_3__3_6__3_4_,receive,4100000,28:13.5,D_SSM
R12_04_LTN,2016,1,1__1_3__3_6__3_4_,receive,4100000,27:44.3,D_SSM
R12_04_LTN,2015,6,33_Y__w1__w1,expense,4054000,11:07.3,D_SSM
R12_04_LTN,2016,10,2__2_1__1_4,receive,4048805,59:46.8,D_MMA
R12_04_LTN,2015,10,33_Y__w1__w1,expense,3996500,24:30.7,D_SSM
R12_04_LTN,2015,8,33_Y__w1__w1,expense,3996500,18:09.1,D_SSM
R12_04_LTN,2015,9,33_Y__w1__w1,expense,3996500,18:41.2,D_SSM
R12_04_LTN,2013,11,2__2_1__1_3__3,receive,3960000,38:07.6,D_DNS
R12_04_LTN,2016,8,33_Y__w1__w1,expense,3946064.52,43:35.4,D_MMA
R12_04_LTN,2015,11,33_Y__w1__w1,expense,3946024.19,26:49.5,D_SSM
R12_04_LTN,2017,5,33_Y__w1__w1,expense,3921000,37:44.9,D_MMA
R12_04_LTN,2017,4,2__2_1__1_1__7_,receive,3900000,09:45.8,D_MMA
R12_04_LTN,2016,7,33_Y__w1__w1,expense,3887935.48,54:56.4,D_MMA
R12_04_LTN,2016,11,2__2_1__1_4,receive,3887199,59:41.9,D_MMA
R12_04_LTN,2016,3,33_Y__w1__w1,expense,3847193.55,04:04.2,D_SSM
R12_04_LTN,2016,2,33_Y__w1__w1,expense,3847000,28:13.5,D_SSM
R12_04_LTN,2016,1,33_Y__w1__w1,expense,3847000,27:44.3,D_SSM
R12_04_LTN,2015,12,33_Y__w1__w1,expense,3847000,27:18.2,D_SSM
R12_04_LTN,2014,12,1__1_3__3_6__4,receive,3843054,01:22.6,D_DNS
R12_04_LTN,2014,9,2__2_1__1_1__3,receive,3826048,07:55.5,D_DNS
R12_04_LTN,2016,11,33_Y__w1__w1,expense,3817354.84,59:41.9,D_MMA
R12_04_LTN,2016,12,33_Y__w1__w1,expense,3811472.43,07:48.5,D_MMA
R12_04_LTN,2017,1,1__1_3__3_6__3_5_,receive,3805000,24:56.2,D_MMA
R12_04_LTN,2016,10,33_Y__w1__w1,expense,3803935.48,59:46.8,D_MMA
R12_04_LTN,2016,9,33_Y__w1__w1,expense,3792703.91,15:23.9,D_MMA
R12_04_LTN,2016,12,2__2_1__1_1__7_,receive,3789000,07:48.5,D_MMA
R12_04_LTN,2016,9,2__2_1__1_1__3,receive,3781000,15:23.9,D_MMA
R12_04_LTN,2014,9,2__2_1__1_4,receive,3758566,07:55.5,D_DNS
R12_04_LTN,2016,12,1__11__1__1_3,receive,3740544,07:48.5,D_MMA
R12_04_LTN,2013,7,2__2_1__1_3__3,receive,3720000,27:57.6,D_DNS
R12_04_LTN,2017,3,33_Y__w1__w1,expense,3637000,40:54.9,D_MMA
R12_04_LTN,2017,4,33_Y__w1__w1,expense,3637000,09:45.8,D_MMA
R12_04_LTN,2017,2,33_Y__w1__w1,expense,3636571.43,04:47.0,D_MMA
R12_04_LTN,2017,1,33_Y__w1__w1,expense,3635000,24:56.2,D_MMA
R12_04_LTN,2017,1,2__2_1__1_4,receive,3634060,24:56.2,D_MMA
R12_04_LTN,2016,6,33_Y__w1__w1,expense,3609400,26:23.7,D_MMA
R12_04_LTN,2016,5,33_Y__w1__w1,expense,3608612.89,24:36.5,D_MMA
R12_04_LTN,2016,2,1__1_3__3_6__3_16_,receive,3608581,28:13.5,D_SSM
R12_04_LTN,2016,7,1__1_3__3_6__3_4_,receive,3580000,54:56.4,D_MMA
R12_04_LTN,2017,6,33_Y__w1__w1,expense,3562466.66,54:05.4,D_EKTW
R12_04_LTN,2016,1,2__2_1__1_4,receive,3552938,27:44.3,D_SSM
R12_04_LTN,2014,9,1__1_3__3_6__4,receive,3540224,07:55.5,D_DNS
R12_04_LTN,2014,12,2__2_1__1_4,receive,3512055,01:22.6,D_DNS
R12_04_LTN,2014,1,1__1_3__3_6__4,receive,3479619,14:04.3,D_DNS
R12_04_LTN,2015,5,33_Y__w1__w1,expense,3479316.67,47:16.0,D_SSM
R12_04_LTN,2016,12,2__2_1__1_1__1,receive,3431382.96,07:48.5,D_MMA
R12_04_LTN,2017,4,2__2_1__1_1__4,receive,3399005,09:45.8,D_MMA
R12_04_LTN,2014,1,1__1_3__3_6__3_5_,receive,3392254,14:04.3,D_DNS
R12_04_LTN,2015,6,1__1_3__3_6__3_5_,receive,3391415,11:07.3,D_SSM
R12_04_LTN,2016,12,1__1_3__3_6__3_5_,receive,3388860,07:48.5,D_MMA
R12_04_LTN,2015,7,1__1_3__3_6__3_5_,receive,3387779,13:51.7,D_SSM
R12_04_LTN,2013,9,1__1_3__3_6__4,receive,3376000,37:22.8,D_DNS
R12_04_LTN,2015,4,33_Y__w1__w1,expense,3343525.26,46:47.4,D_SSM
R12_04_LTN,2013,12,2__2_1__1_4,receive,3335926.8,35:15.5,D_DNS4
R12_04_LTN,2016,1,2__2_1__1_1__3,receive,3318000,27:44.3,D_SSM
R12_04_LTN,2016,11,1__1_8__8_1,receive,3301193.5,59:41.9,D_MMA
R12_04_LTN,2015,10,2__2_1__1_1__6,receive,3285000,24:30.7,D_SSM
R12_04_LTN,2016,10,1__11__1__1_3,receive,3282415,59:46.8,D_MMA
R12_04_LTN,2013,12,2__2_1__1_1__3,receive,3271005,35:15.5,D_DNS4
R12_04_LTN,2015,12,1__1_3__3_6__3_5_,receive,3265000,27:18.2,D_SSM
R12_04_LTN,2014,11,1__1_3__3_6__3_5_,receive,3246318,26:18.1,D_DNS
R12_04_LTN,2017,6,2__2_1__1_1__1,receive,3238567,54:05.4,D_EKTW
R12_04_LTN,2015,3,1__1_3__3_6__3_4_,receive,3230000,32:10.3,D_DNS
R12_04_LTN,2016,8,1__1_8__8_1,receive,3175480,43:35.4,D_MMA
R12_04_LTN,2014,12,2__2_1__1_1__7_,receive,3145000,01:22.6,D_DNS
R12_04_LTN,2016,10,1__1_3__3_6__1_3_,receive,3113000,59:46.8,D_MMA
R12_04_LTN,2014,3,1__1_3__3_6__3_1_,receive,3109523,24:56.8,D_DNS
R12_04_LTN,2017,3,1__1_3__3_6__3_1w_,receive,3100000,40:54.9,D_MMA
R12_04_LTN,2016,12,2__2_1__1_4,receive,3077797,07:48.5,D_MMA
R12_04_LTN,2014,2,1__1_3__3_6__3_4_,receive,3070952,00:40.2,D_YYS
R12_04_LTN,2015,9,1__1_3__3_6__1_3_,receive,3020500,18:41.2,D_SSM
R12_04_LTN,2014,10,2__2_1__1_1__3,receive,3020016,26:19.7,D_DNS
R12_04_LTN,2016,3,2__2_1__1_2__2,receive,3016900,04:04.2,D_SSM
R12_04_LTN,2016,2,2__2_1__1_1__6,receive,3000000,28:13.5,D_SSM
R12_04_LTN,2016,9,2__2_1__1_1__7_,receive,3000000,15:23.9,D_MMA
R12_04_LTN,2016,9,1__1_8__8_1,receive,2966990,15:23.9,D_MMA
R12_04_LTN,2015,7,2__2_1__1_1__1,receive,2959121.78,13:51.7,D_SSM
R12_04_LTN,2014,11,2__2_1__1_4,receive,2938730,26:18.1,D_DNS
R12_04_LTN,2015,12,2__2_1__1_1__3,receive,2897000,27:18.2,D_SSM
R12_04_LTN,2013,10,1__1_3__3_6__3_5_,receive,2866930,37:41.8,D_DNS
R12_04_LTN,2014,2,2__2_1__1_1__3,receive,2846480,00:40.2,D_YYS
R12_04_LTN,2015,8,2__2_1__1_1__3,receive,2810582,18:09.1,D_SSM
R12_04_LTN,2015,2,1__1_3__3_6__3_1_,receive,2809523,08:47.9,D_DNS
R12_04_LTN,2016,12,1__1_3__3_6__3_16_,receive,2808929,07:48.5,D_MMA
R12_04_LTN,2014,2,2__2_1__1_1__6,receive,2800000,00:40.2,D_YYS
R12_04_LTN,2016,9,2__2_1__1_4,receive,2794930,15:23.9,D_MMA
R12_04_LTN,2015,11,1__1_3__3_6__4,receive,2792714,26:49.5,D_SSM
R12_04_LTN,2014,9,1__1_3__3_6__1_3_,receive,2790000,07:55.5,D_DNS
R12_04_LTN,2016,5,2__2_1__1_1__4,receive,2699000,24:36.5,D_MMA
R12_04_LTN,2013,10,1__1_3__3_6__4,receive,2695500,37:41.8,D_DNS
R12_04_LTN,2013,10,2__2_1__1_1__3,receive,2611305,37:41.8,D_DNS
R12_04_LTN,2016,11,2__2_1__1_1__3,receive,2568286,59:41.9,D_MMA
R12_04_LTN,2014,9,2__2_1__1_1__7_,receive,2555000,07:55.5,D_DNS
R12_04_LTN,2015,1,1__1_3__3_6__3_4_,receive,2545238,38:28.3,D_DNS
R12_04_LTN,2017,2,2__2_1__1_1__7_,receive,2544480,04:47.0,D_MMA
R12_04_LTN,2014,12,1__1_3__3_6__3_5_,receive,2539571,01:22.6,D_DNS
R12_04_LTN,2015,1,2__2_1__1_1__6,receive,2520000,38:28.3,D_DNS
R12_04_LTN,2014,1,2__2_1__1_1__5,receive,2461928,14:04.3,D_DNS
R12_04_LTN,2015,3,1__1_3__3_6__1_3_,receive,2460000,32:10.3,D_DNS
R12_04_LTN,2016,6,2__2_1__1_3,receive,2452670.45,26:23.7,D_MMA
R12_04_LTN,2016,6,2__2_1__1_3__2_,receive,2452670.45,26:23.7,D_MMA
R12_04_LTN,2015,11,1__1_3__3_6__3_4_,receive,2450000,26:49.5,D_SSM
R12_04_LTN,2016,8,2__2_1__1_3,receive,2419697,43:35.4,D_MMA
R12_04_LTN,2016,8,2__2_1__1_3__2_,receive,2419697,43:35.4,D_MMA
R12_04_LTN,2014,2,2__2_1__1_1__5,receive,2401200,00:40.2,D_YYS
R12_04_LTN,2016,8,1__1_3__3_6__3_4_,receive,2400000,43:35.4,D_MMA
R12_04_LTN,2015,9,1__1_3__3_6__3_4_,receive,2400000,18:41.2,D_SSM
R12_04_LTN,2014,3,1__1_3__3_6__3_4_,receive,2385238,24:56.8,D_DNS
R12_04_LTN,2014,7,2__2_1__1_1__1,receive,2373739,22:28.9,D_DNS
R12_04_LTN,2016,5,2__2_1__1_1__7_,receive,2340000,24:36.5,D_MMA
R12_04_LTN,2014,2,1__1_3__3_6__1_3_,receive,2305000,00:40.2,D_YYS
R12_04_LTN,2013,9,2__2_1__1_4,receive,2263138,37:22.8,D_DNS
R12_04_LTN,2017,1,2__2_1__1_1__3,receive,2217200,24:56.2,D_MMA
R12_04_LTN,2016,10,1__1_3__3_6__3_5_,receive,2214259,59:46.8,D_MMA
R12_04_LTN,2016,7,1__1_8__8_1,receive,2210405,54:56.4,D_MMA
R12_04_LTN,2013,11,2__2_1__1_1__6,receive,2200000,38:07.6,D_DNS
R12_04_LTN,2015,2,1__1_3__3_6__1_3_,receive,2200000,08:47.9,D_DNS
R12_04_LTN,2014,10,33_Y__w1__w1,expense,2148086.02,26:19.7,D_DNS
R12_04_LTN,2015,10,2__2_1__1_1__3,receive,2135162,24:30.7,D_SSM
R12_04_LTN,2017,6,1__1_3__3_6__3_4_,receive,2100000,54:05.4,D_EKTW
R12_04_LTN,2013,10,2__2_1__1_1__1,receive,2090596.01,37:41.8,D_DNS
R12_04_LTN,2015,8,1__1_3__3_6__3_5_,receive,2073262,18:09.1,D_SSM
R12_04_LTN,2016,8,1__1_3__3_6__3_9_,receive,2057143,43:35.4,D_MMA
R12_04_LTN,2014,7,2__2_1__1_3,receive,2056049.8,22:28.9,D_DNS
R12_04_LTN,2014,4,1__1_3__3_6__3_5_,receive,2053500,15:12.3,D_DNS
R12_04_LTN,2015,8,1__1_3__3_6__3_4_,receive,2040453,18:09.1,D_SSM
R12_04_LTN,2013,11,2__2_1__1_4,receive,2030885,38:07.6,D_DNS
R12_04_LTN,2015,9,1__1_3__3_6__4,receive,2030340,18:41.2,D_SSM
R12_04_LTN,2013,12,2__2_1__1_5__1,receive,2020373,35:15.5,D_DNS4
R12_04_LTN,2017,2,2__2_1__1_1__1,receive,2019472,04:47.0,D_MMA
R12_04_LTN,2014,6,33_Y__w1__w1,expense,2013704.3,15:51.9,D_DNS
R12_04_LTN,2014,7,33_Y__w1__w1,expense,2008500.51,22:28.9,D_DNS
R12_04_LTN,2014,11,1__1_3__3_6__4,receive,2003690,26:18.1,D_DNS
R12_04_LTN,2015,12,2__2_1__1_1__1,receive,2002464.83,27:18.2,D_SSM
R12_04_LTN,2016,9,1__1_3__3_6__4,receive,1999313,15:23.9,D_MMA
R12_04_LTN,2016,2,2__2_1__1_1__5,receive,1967000,28:13.5,D_SSM
R12_04_LTN,2015,2,2__2_1__1_1__3,receive,1959597,08:47.9,D_DNS
R12_04_LTN,2014,8,33_Y__w1__w1,expense,1952516.13,25:22.8,D_DNS
R12_04_LTN,2014,10,1__1_3__3_6__4,receive,1941353,26:19.7,D_DNS
R12_04_LTN,2014,11,33_Y__w1__w1,expense,1938000,26:18.1,D_DNS
R12_04_LTN,2015,1,33_Y__w1__w1,expense,1938000,38:28.3,D_DNS
R12_04_LTN,2014,12,33_Y__w1__w1,expense,1938000,01:22.6,D_DNS
R12_04_LTN,2015,2,33_Y__w1__w1,expense,1938000,08:47.9,D_DNS
R12_04_LTN,2015,9,1__1_3__3_6__3_5_,receive,1933191,18:41.2,D_SSM
R12_04_LTN,2014,10,2__2_1__1_4,receive,1926352,26:19.7,D_DNS
R12_04_LTN,2015,3,2__2_1__1_1__5,receive,1924000,32:10.3,D_DNS
R12_04_LTN,2017,1,2__2_1__1_1__1,receive,1911192,24:56.2,D_MMA
R12_04_LTN,2015,3,33_Y__w1__w1,expense,1910516.13,32:10.3,D_DNS
R12_04_LTN,2016,12,1__1_3__3_6__1_3_,receive,1910000,07:48.5,D_MMA
R12_04_LTN,2014,9,1__1_3__3_6__3_5_,receive,1880476,07:55.5,D_DNS
R12_04_LTN,2016,1,1__1_3__3_6__3_5_,receive,1872000,27:44.3,D_SSM
R12_04_LTN,2017,3,2__2_1__1_1__5,receive,1870000,40:54.9,D_MMA
R12_04_LTN,2016,3,2__2_1__1_1__5,receive,1868400,04:04.2,D_SSM
R12_04_LTN,2014,2,1__1_3__3_6__3_5_,receive,1860168,00:40.2,D_YYS
R12_04_LTN,2015,2,2__2_1__1_1__5,receive,1850193,08:47.9,D_DNS
R12_04_LTN,2016,6,1__1_3__3_6__3_16_,receive,1824262,26:23.7,D_MMA
R12_04_LTN,2015,10,1__1_3__3_6__3_5_,receive,1820000,24:30.7,D_SSM
