DeptCode,Year,Month,AccountCode,SaveOption,Amount,UpdateTime,UpdateUser
R12_04_LTN,2013,7,1__1_3__3_6__3_2_2,receive,295924,27:57.6,D_DNS
R12_04_LTN,2014,7,1__1_3__3_6__3_1w_,receive,290000,22:28.9,D_DNS
R12_04_LTN,2014,1,1__1_3__3_6__3_9_,receive,281380,14:04.3,D_DNS
R12_04_LTN,2015,9,33_Y__w3__w5,expense,275600,18:41.2,D_SSM
R12_04_LTN,2013,12,1__1_3__3_6__3_1_,receive,274560,35:15.5,D_DNS4
R12_04_LTN,2013,12,1__1_3__3_6__1_3_,receive,270000,35:15.5,D_DNS4
R12_04_LTN,2016,2,33_Y__w6__w2,expense,262500,28:13.5,D_SSM
R12_04_LTN,2015,8,2__2_1__1_4,receive,254416,18:09.1,D_SSM
R12_04_LTN,2015,2,2__2_1__1_1__1,receive,253717.5,08:47.9,D_DNS
R12_04_LTN,2017,1,33_Y__w5__w6,expense,250000,24:56.2,D_MMA
R12_04_LTN,2014,9,2__2_1__1_5__1,receive,248952,07:55.5,D_DNS
R12_04_LTN,2016,6,1__1_3__3_6__4,receive,247857,26:23.7,D_MMA
R12_04_LTN,2013,9,1__1_3__3_6__3_5_,receive,245000,37:22.8,D_DNS
R12_04_LTN,2015,6,1__1_3__3_6__3_4_,receive,238000,11:07.3,D_SSM
R12_04_LTN,2014,5,2__2_1__1_1__3,receive,231000,15:32.3,D_DNS
R12_04_LTN,2014,8,1__1_3__3_6__1_3_,receive,230000,25:22.8,D_DNS
R12_04_LTN,2013,11,2__2_1__1_1__1,receive,226482.49,38:07.6,D_DNS
R12_04_LTN,2015,2,1__1_3__3_6__3_1w_,receive,220000,08:47.9,D_DNS
R12_04_LTN,2014,4,2__2_1__1_3,receive,219899,15:12.3,D_DNS
R12_04_LTN,2017,3,33_Y__w1__w2,expense,210452,40:54.9,D_MMA
R12_04_LTN,2015,3,1__1_3__3_6__3_2_2,receive,210000,32:10.3,D_DNS
R12_04_LTN,2016,1,2__2_1__1_1__7_,receive,210000,27:44.3,D_SSM
R12_04_LTN,2013,6,2__2_1__1_1__5,receive,209000,26:40.2,D_DNS
R12_04_LTN,2017,6,2__2_1__1_4,receive,207556,54:05.4,D_EKTW
R12_04_LTN,2015,7,2__2_1__1_5__1,receive,206597.4,13:51.7,D_SSM
R12_04_LTN,2017,5,2__2_1__1_4,receive,206000,37:44.9,D_MMA
R12_04_LTN,2014,6,1__1_3__3_6__3_4_,receive,205262,15:51.9,D_DNS
R12_04_LTN,2013,4,1__1_3__3_6__3_1w_,receive,204285,21:01.7,D_DNS
R12_04_LTN,2016,8,1__1_3__3_6__3_16_,receive,203100,43:35.4,D_MMA
R12_04_LTN,2016,9,1__1_3__3_6__4_2_,receive,201778,15:23.9,D_MMA
R12_04_LTN,2017,6,1__1_3__3_6__4_2_,receive,200915,54:05.4,D_EKTW
R12_04_LTN,2016,10,1__1_3__3_6__4_2_,receive,200548,59:46.8,D_MMA
R12_04_LTN,2016,3,1__1_3__3_6__4_2_,receive,200315,04:04.2,D_SSM
R12_04_LTN,2016,8,1__1_3__3_6__3_2_2,receive,200000,43:35.4,D_MMA
R12_04_LTN,2016,11,2__2_1__1_1__5,receive,200000,59:41.9,D_MMA
R12_04_LTN,2015,10,2__2_1__1_1__5,receive,200000,24:30.7,D_SSM
R12_04_LTN,2014,6,1__1_3__3_6__3_2_2,receive,200000,15:51.9,D_DNS
R12_04_LTN,2017,6,2__2_1__1_2__1,receive,200000,54:05.4,D_EKTW
R12_04_LTN,2017,6,2__2_1__1_2__1_?_,receive,200000,54:05.4,D_EKTW
R12_04_LTN,2017,2,33_Y__w5__w6,expense,200000,04:47.0,D_MMA
R12_04_LTN,2016,6,1__1_3__3_6__3_2_2,receive,190000,26:23.7,D_MMA
R12_04_LTN,2016,10,1__1_3__3_6__3_16_,receive,185000,59:46.8,D_MMA
R12_04_LTN,2017,6,33_Y__w3__w5,expense,181800,54:05.4,D_EKTW
R12_04_LTN,2014,5,1__1_3__3_6__3_1w_,receive,176000,15:32.3,D_DNS
R12_04_LTN,2013,10,1__1_3__3_6__3_1w_,receive,176000,37:41.8,D_DNS
R12_04_LTN,2016,3,33_Y__w3__w1_?_,expense,175500,04:04.2,D_SSM
R12_04_LTN,2013,11,2__2_1__1_5__1,receive,173690,38:07.6,D_DNS
R12_04_LTN,2017,5,2__2_1__1_3,receive,171802.19,37:44.9,D_MMA
R12_04_LTN,2017,5,2__2_1__1_3__2_,receive,171802.19,37:44.9,D_MMA
R12_04_LTN,2015,9,2__2_1__1_1__5,receive,170000,18:41.2,D_SSM
R12_04_LTN,2016,3,33_Y__w3__w5,expense,169450,04:04.2,D_SSM
R12_04_LTN,2016,9,33_Y__w3__w5,expense,164250,15:23.9,D_MMA
R12_04_LTN,2015,3,33_Y__w3__w1_?_,expense,157050,32:10.3,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w1_c_,expense,156300,24:56.8,D_DNS
R12_04_LTN,2013,9,2__2_1__1_1__5,receive,155216,37:22.8,D_DNS
R12_04_LTN,2014,8,1__1_3__3_6__3_4_,receive,150000,25:22.8,D_DNS
R12_04_LTN,2014,11,1__1_3__3_6__3_4_,receive,150000,26:18.1,D_DNS
R12_04_LTN,2015,8,2__2_1__1_1__5,receive,150000,18:09.1,D_SSM
R12_04_LTN,2015,11,1__1_3__3_6__3_2_2,receive,150000,26:49.5,D_SSM
R12_04_LTN,2016,5,1__1_3__3_6__3_3_3,receive,150000,24:36.5,D_MMA
R12_04_LTN,2016,2,1__1_3__3_6__3_2_2,receive,150000,28:13.5,D_SSM
R12_04_LTN,2013,4,1__1_3__3_6__3_4_,receive,145000,21:01.7,D_DNS
R12_04_LTN,2015,1,2__2_1__1_5__1,receive,143804,38:28.3,D_DNS
R12_04_LTN,2016,3,1__1_3__3_6__3_1_,receive,142780,04:04.2,D_SSM
R12_04_LTN,2014,3,33_Y__w3__w1_?_,expense,141400,24:56.8,D_DNS
R12_04_LTN,2013,6,1__1_3__3_6__3_4_,receive,140000,26:40.2,D_DNS
R12_04_LTN,2013,7,1__1_3__3_6__3_4_,receive,140000,27:57.6,D_DNS
R12_04_LTN,2013,10,33_Y__w3__w1,expense,133800,37:41.8,D_DNS
R12_04_LTN,2015,7,1__1_3__3_6__3_16_,receive,133333,13:51.7,D_SSM
R12_04_LTN,2015,12,2__2_1__1_5__1,receive,130788,27:18.2,D_SSM
R12_04_LTN,2016,3,2__2_1__1_5?3,receive,130788,04:04.2,D_SSM
R12_04_LTN,2013,11,1__1_3__3_6__3_4_,receive,130000,38:07.6,D_DNS
R12_04_LTN,2013,9,1__1_3__3_6__3_4_,receive,130000,37:22.8,D_DNS
R12_04_LTN,2013,9,33_Y__w3__w1,expense,128400,37:22.8,D_DNS
R12_04_LTN,2016,1,1__1_3__3_6__3_1_,receive,126940,27:44.3,D_SSM
R12_04_LTN,2017,3,33_Y__w3__w1_?_,expense,126400,40:54.9,D_MMA
R12_04_LTN,2013,11,2__2_1__1_2__2,receive,122965,38:07.6,D_DNS
R12_04_LTN,2013,6,1__1_3__3_6__1_3_,receive,120000,26:40.2,D_DNS
R12_04_LTN,2014,4,2__2_1__1_1__6,receive,120000,15:12.3,D_DNS
R12_04_LTN,2013,7,2__2_1__1_5__1,receive,119155,27:57.6,D_DNS
R12_04_LTN,2013,8,33_Y__w3__w1,expense,118800,31:53.2,D_DNS
R12_04_LTN,2016,6,2__2_1__1_4,receive,118000,26:23.7,D_MMA
R12_04_LTN,2013,7,33_Y__w3__w1,expense,113400,27:57.6,D_DNS
R12_04_LTN,2013,5,33_Y__w3__w1,expense,113400,21:17.5,D_DNS
R12_04_LTN,2013,12,33_Y__w3__w1,expense,113400,35:15.5,D_DNS4
R12_04_LTN,2015,9,2__2_1__1_5__1,receive,113071.6,18:41.2,D_SSM
R12_04_LTN,2013,6,2__2_1__1_1__3,receive,110000,26:40.2,D_DNS
R12_04_LTN,2013,6,33_Y__w3__w1,expense,108000,26:40.2,D_DNS
R12_04_LTN,2013,11,33_Y__w3__w1,expense,108000,38:07.6,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w1,expense,108000,24:56.8,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w7,expense,108000,32:10.3,D_DNS
R12_04_LTN,2015,2,33_Y__w3__w1___?_,expense,106860,08:47.9,D_DNS
R12_04_LTN,2013,9,33_Y__w3__w1_?_,expense,102100,37:22.8,D_DNS
R12_04_LTN,2013,10,1__1_3__3_6__3_4_,receive,100000,37:41.8,D_DNS
R12_04_LTN,2013,9,2__2_1__1_1__3,receive,100000,37:22.8,D_DNS
R12_04_LTN,2014,8,2__2_1__1_1__3,receive,100000,25:22.8,D_DNS
R12_04_LTN,2015,1,1__1_3__3_6__3_2_2,receive,100000,38:28.3,D_DNS
R12_04_LTN,2015,7,2__2_1__1_1__5,receive,100000,13:51.7,D_SSM
R12_04_LTN,2015,8,1__1_3__3_6__3_2_2,receive,100000,18:09.1,D_SSM
R12_04_LTN,2015,11,33_Y__w3__w1___?_,expense,100000,26:49.5,D_SSM
R12_04_LTN,2017,1,1__1_3__3_6__1_3_,receive,100000,24:56.2,D_MMA
R12_04_LTN,2014,5,33_Y__w3__w1___?_,expense,97000,15:32.3,D_DNS
R12_04_LTN,2014,4,33_Y__w3__w1,expense,96000,15:12.3,D_DNS
R12_04_LTN,2014,2,33_Y__w3__w7,expense,96000,00:40.2,D_YYS
R12_04_LTN,2013,4,1__1_8__8_1,receive,94070,21:01.7,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w8,expense,93050,07:55.5,D_DNS
R12_04_LTN,2013,4,2__2_1__1_1__1,receive,92648.83,21:01.7,D_DNS
R12_04_LTN,2013,9,1__1_3__3_6__3_1w_,receive,90000,37:22.8,D_DNS
R12_04_LTN,2014,7,2__2_1__1_4,receive,89960,22:28.9,D_DNS
R12_04_LTN,2013,5,2__2_1__1_5__1,receive,89377,21:17.5,D_DNS
R12_04_LTN,2014,7,33_???_2__w1__2,receive,88167,22:28.9,D_DNS
R12_04_LTN,2013,4,33_Y__w3__w1,expense,86400,21:01.7,D_DNS
R12_04_LTN,2014,6,2__2_1__1_1__1,receive,85535,15:51.9,D_DNS
R12_04_LTN,2016,10,33_Y__w2__w1,expense,83000,59:46.8,D_MMA
R12_04_LTN,2015,9,33_Y__w3__w1_?_,expense,80750,18:41.2,D_SSM
R12_04_LTN,2014,7,1__1_3__3_6__1_3_,receive,80000,22:28.9,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w7,expense,74200,24:56.8,D_DNS
R12_04_LTN,2016,5,2__2_1__1_4,receive,73000,24:36.5,D_MMA
R12_04_LTN,2016,3,33_Y__w3__w3,expense,72000,04:04.2,D_SSM
R12_04_LTN,2016,9,33_Y__w3__w3,expense,72000,15:23.9,D_MMA
R12_04_LTN,2015,9,33_Y__w3__w3,expense,72000,18:41.2,D_SSM
R12_04_LTN,2017,3,33_Y__w3__w3,expense,72000,40:54.9,D_MMA
R12_04_LTN,2016,6,33_Y__w3__w5,expense,70500,26:23.7,D_MMA
R12_04_LTN,2014,8,1__1_3__3_6__3_9_,receive,70000,25:22.8,D_DNS
R12_04_LTN,2015,1,1__1_3__3_6__3_1w_,receive,70000,38:28.3,D_DNS
R12_04_LTN,2016,7,33_Y__w3__w1___?_,expense,69000,54:56.4,D_MMA
R12_04_LTN,2017,3,33_Y__w3__w1___?_,expense,68635,40:54.9,D_MMA
R12_04_LTN,2016,7,33_Y__w3__w5,expense,67000,54:56.4,D_MMA
R12_04_LTN,2017,5,2__2_1__1_1__5,receive,66000,37:44.9,D_MMA
R12_04_LTN,2015,5,1__1_3__3_6__4,receive,64600,47:16.0,D_SSM
R12_04_LTN,2014,5,2__2_1__1_4,receive,63240,15:32.3,D_DNS
R12_04_LTN,2017,6,33_Y__w5__w6,expense,62000,54:05.4,D_EKTW
R12_04_LTN,2014,9,33_Y__w3__w1_?_,expense,61700,07:55.5,D_DNS
R12_04_LTN,2015,10,33_Y__w3__w8,expense,60750,24:30.7,D_SSM
R12_04_LTN,2016,10,33_Y__w3__12,expense,60000,59:46.8,D_MMA
R12_04_LTN,2014,1,33_Y__w3__w1,expense,59400,14:04.3,D_DNS
R12_04_LTN,2016,7,33_Y__w3__w8,expense,56250,54:56.4,D_MMA
R12_04_LTN,2014,1,33_Y__w3__w5,expense,54000,14:04.3,D_DNS
R12_04_LTN,2013,10,33_Y__w3__w5,expense,54000,37:41.8,D_DNS
R12_04_LTN,2016,3,33_Y__w3__w4,expense,53000,04:04.2,D_SSM
R12_04_LTN,2016,1,2__2_1__1_5__1,receive,52452,27:44.3,D_SSM
R12_04_LTN,2015,8,1__1_3__3_6__3_9_,receive,52381,18:09.1,D_SSM
R12_04_LTN,2016,9,33_Y__w3__w1_?_,expense,52250,15:23.9,D_MMA
R12_04_LTN,2014,4,2__2_1__1_1__5,receive,51480,15:12.3,D_DNS
R12_04_LTN,2014,2,33_Y__w3__w1,expense,51300,00:40.2,D_YYS
R12_04_LTN,2014,7,33_Y__w3__w5,expense,50000,22:28.9,D_DNS
R12_04_LTN,2014,7,33_Y__w3__w1_c_,expense,50000,22:28.9,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w7,expense,50000,07:55.5,D_DNS
R12_04_LTN,2016,9,1__1_3__3_6__1_3_,receive,50000,15:23.9,D_MMA
R12_04_LTN,2016,8,33_Y__w4__w1,expense,50000,43:35.4,D_MMA
R12_04_LTN,2016,8,1__1_3__3_6__1_3_,receive,50000,43:35.4,D_MMA
R12_04_LTN,2016,7,2__2_1__1_1__5,receive,50000,54:56.4,D_MMA
R12_04_LTN,2015,5,2__2_1__1_1__5,receive,50000,47:16.0,D_SSM
R12_04_LTN,2017,6,2__2_1__1_1__5,receive,50000,54:05.4,D_EKTW
R12_04_LTN,2017,3,33_Y__w3__w1_c_,expense,50000,40:54.9,D_MMA
R12_04_LTN,2014,11,2__2_1__1_1__1,receive,49270,26:18.1,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w3,expense,48000,07:55.5,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w3,expense,48000,01:22.6,D_DNS
R12_04_LTN,2014,1,33_Y__w3__w3,expense,48000,14:04.3,D_DNS
R12_04_LTN,2013,12,33_Y__w3__w3,expense,48000,35:15.5,D_DNS4
R12_04_LTN,2015,6,33_Y__w3__w1___?_,expense,47593,11:07.3,D_SSM
R12_04_LTN,2016,1,33_Y__w3__w5,expense,47500,27:44.3,D_SSM
R12_04_LTN,2016,2,33_Y__w3__w4,expense,47000,28:13.5,D_SSM
R12_04_LTN,2016,1,33_Y__w3__w8,expense,46850,27:44.3,D_SSM
R12_04_LTN,2015,12,33_Y__w3__w5,expense,46000,27:18.2,D_SSM
R12_04_LTN,2016,12,33_Y__w3__w5,expense,43310,07:48.5,D_MMA
R12_04_LTN,2016,10,33_Y__w3__w8,expense,42200,59:46.8,D_MMA
R12_04_LTN,2015,2,33_Y__w3__w4,expense,40000,08:47.9,D_DNS
R12_04_LTN,2013,4,33_Y__w3__w5,expense,40000,21:01.7,D_DNS
R12_04_LTN,2013,4,1__1_3__3_6__1_3_,receive,40000,21:01.7,D_DNS
R12_04_LTN,2013,5,1__1_3__3_6__1_3_,receive,40000,21:17.5,D_DNS
R12_04_LTN,2015,1,1__1_3__3_6__3_9_,receive,40000,38:28.3,D_DNS
R12_04_LTN,2014,10,33_Y__w3__w5,expense,40000,26:19.7,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w1___?_,expense,40000,24:56.8,D_DNS
R12_04_LTN,2014,6,1__1_3__3_6__1_3_,receive,40000,15:51.9,D_DNS
R12_04_LTN,2015,5,33_Y__w3__w8,expense,39050,47:16.0,D_SSM
R12_04_LTN,2014,5,33_Y__w3__w8,expense,33950,15:32.3,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w8,expense,33250,32:10.3,D_DNS
R12_04_LTN,2015,4,33_Y__w3__w1___?_,expense,33132,46:47.4,D_SSM
R12_04_LTN,2013,7,33_Y__w3__w8,expense,33130,27:57.6,D_DNS
R12_04_LTN,2015,5,33_Y__w3__w5,expense,33000,47:16.0,D_SSM
R12_04_LTN,2016,6,33_Y__w3__w8,expense,32450,26:23.7,D_MMA
R12_04_LTN,2016,8,33_Y__w3__w5,expense,31500,43:35.4,D_MMA
R12_04_LTN,2015,9,33_Y__w3__w1___?_,expense,31400,18:41.2,D_SSM
R12_04_LTN,2016,3,33_Y__w3__w1_d_,expense,30822.66,04:04.2,D_SSM
R12_04_LTN,2017,2,33_Y__w3__w1_d_,expense,30661.79,04:47.0,D_MMA
R12_04_LTN,2015,3,33_Y__w3__w1_d_,expense,30179.16,32:10.3,D_DNS
R12_04_LTN,2014,3,33_Y__w3__w1_d_,expense,30179.16,24:56.8,D_DNS
R12_04_LTN,2014,8,33_Y__w3__w5,expense,30000,25:22.8,D_DNS
R12_04_LTN,2013,8,1__1_3__3_6__3_6_,receive,30000,31:53.2,D_DNS
R12_04_LTN,2013,5,1__1_3__3_6__3_4_,receive,30000,21:17.5,D_DNS
R12_04_LTN,2016,10,33_Y__w3__w5,expense,29000,59:46.8,D_MMA
R12_04_LTN,2014,6,33_Y__w3__w8,expense,28600,15:51.9,D_DNS
R12_04_LTN,2015,11,33_Y__w3__w8,expense,28500,26:49.5,D_SSM
R12_04_LTN,2013,6,33_Y__w3__w5,expense,28000,26:40.2,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w5,expense,27000,01:22.6,D_DNS
R12_04_LTN,2015,3,1__1_3__3_6__3_1_,receive,26940,32:10.3,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w8,expense,26600,01:22.6,D_DNS
R12_04_LTN,2015,7,33_Y__w3__w8,expense,25650,13:51.7,D_SSM
R12_04_LTN,2017,6,33_Y__w3__w8,expense,25600,54:05.4,D_EKTW
R12_04_LTN,2017,1,33_Y__w3__w8,expense,25550,24:56.2,D_MMA
R12_04_LTN,2014,12,33_Y__w3__w1_c_,expense,25000,01:22.6,D_DNS
R12_04_LTN,2014,1,33_???_1__w3,receive,24900,14:04.3,D_DNS
R12_04_LTN,2014,10,33_Y__w3__w8,expense,24750,26:19.7,D_DNS
R12_04_LTN,2015,9,2__2_1__1_5__1_7_,receive,24642,18:41.2,D_SSM
R12_04_LTN,2015,6,33_Y__w3__w8,expense,24450,11:07.3,D_SSM
R12_04_LTN,2013,4,2__2_1__1_4,receive,24113,21:01.7,D_DNS
R12_04_LTN,2013,8,33_Y__w3__w8,expense,23960,31:53.2,D_DNS
R12_04_LTN,2015,8,33_Y__w3__w8,expense,23900,18:09.1,D_SSM
R12_04_LTN,2016,12,33_Y__w3__w8,expense,23350,07:48.5,D_MMA
R12_04_LTN,2015,6,33_Y__w3__w7,expense,23326,11:07.3,D_SSM
R12_04_LTN,2014,12,33_Y__w3__w1___?_,expense,23258,01:22.6,D_DNS
R12_04_LTN,2016,5,33_Y__w3__w8,expense,23050,24:36.5,D_MMA
R12_04_LTN,2015,2,33_Y__w3__w5,expense,23000,08:47.9,D_DNS
R12_04_LTN,2015,2,1__1_3__3_6__3_6_,receive,23000,08:47.9,D_DNS
R12_04_LTN,2014,1,1__1_3__3_6__3_6_,receive,23000,14:04.3,D_DNS
R12_04_LTN,2014,10,2__2_1__1_3__3,receive,22875,26:19.7,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w1___?_,expense,22600,07:55.5,D_DNS
R12_04_LTN,2016,3,33_Y__w3__w8,expense,21350,04:04.2,D_SSM
R12_04_LTN,2014,7,1__1_3__3_6__4,receive,21000,22:28.9,D_DNS
R12_04_LTN,2016,3,33_Y__w3__w1___?_,expense,20909,04:04.2,D_SSM
R12_04_LTN,2016,9,33_Y__w3__w1___?_,expense,20400,15:23.9,D_MMA
R12_04_LTN,2016,9,33_Y__w3__w1_c_,expense,20000,15:23.9,D_MMA
R12_04_LTN,2016,10,33_Y__w3__w1_c_,expense,20000,59:46.8,D_MMA
R12_04_LTN,2016,8,33_Y__w3__w1_c_,expense,20000,43:35.4,D_MMA
R12_04_LTN,2016,12,33_Y__w3__w1_c_,expense,20000,07:48.5,D_MMA
R12_04_LTN,2017,1,33_Y__w3__w1_c_,expense,20000,24:56.2,D_MMA
R12_04_LTN,2016,11,33_Y__w3__w1_c_,expense,20000,59:41.9,D_MMA
R12_04_LTN,2016,3,33_Y__w3__w1_c_,expense,20000,04:04.2,D_SSM
R12_04_LTN,2016,2,33_Y__w3__w1_c_,expense,20000,28:13.5,D_SSM
R12_04_LTN,2016,5,33_Y__w3__w1_c_,expense,20000,24:36.5,D_MMA
R12_04_LTN,2016,6,33_Y__w3__w1_c_,expense,20000,26:23.7,D_MMA
R12_04_LTN,2016,7,33_Y__w3__w1_c_,expense,20000,54:56.4,D_MMA
R12_04_LTN,2015,2,33_Y__w3__w1_c_,expense,20000,08:47.9,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w4,expense,20000,32:10.3,D_DNS
R12_04_LTN,2015,3,33_Y__w3__w1_c_,expense,20000,32:10.3,D_DNS
R12_04_LTN,2015,4,33_Y__w3__w1_c_,expense,20000,46:47.4,D_SSM
R12_04_LTN,2015,6,33_Y__w3__w1_c_,expense,20000,11:07.3,D_SSM
R12_04_LTN,2015,7,33_Y__w3__w1_c_,expense,20000,13:51.7,D_SSM
R12_04_LTN,2015,5,33_Y__w3__w1_c_,expense,20000,47:16.0,D_SSM
R12_04_LTN,2015,8,33_Y__w3__w1_c_,expense,20000,18:09.1,D_SSM
R12_04_LTN,2015,9,33_Y__w3__w1_c_,expense,20000,18:41.2,D_SSM
R12_04_LTN,2015,11,33_Y__w3__w1_c_,expense,20000,26:49.5,D_SSM
R12_04_LTN,2015,10,33_Y__w3__w1_c_,expense,20000,24:30.7,D_SSM
R12_04_LTN,2015,12,33_Y__w3__w1_c_,expense,20000,27:18.2,D_SSM
R12_04_LTN,2016,1,33_Y__w3__w1_c_,expense,20000,27:44.3,D_SSM
R12_04_LTN,2014,8,33_Y__w3__w1_c_,expense,20000,25:22.8,D_DNS
R12_04_LTN,2014,4,33_Y__w3__w1_c_,expense,20000,15:12.3,D_DNS
R12_04_LTN,2014,6,33_Y__w3__w1_c_,expense,20000,15:51.9,D_DNS
R12_04_LTN,2014,5,33_Y__w3__w1_c_,expense,20000,15:32.3,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w5,expense,20000,07:55.5,D_DNS
R12_04_LTN,2014,9,33_Y__w3__w1_c_,expense,20000,07:55.5,D_DNS
R12_04_LTN,2014,10,33_Y__w3__w1_c_,expense,20000,26:19.7,D_DNS
R12_04_LTN,2014,11,33_Y__w3__w1_c_,expense,20000,26:18.1,D_DNS
R12_04_LTN,2015,1,33_Y__w3__w1_c_,expense,20000,38:28.3,D_DNS
R12_04_LTN,2014,12,33_Y__w3__w4,expense,20000,01:22.6,D_DNS
R12_04_LTN,2013,12,33_Y__w3__w1_c_,expense,20000,35:15.5,D_DNS4
